NOMREG;NOMDEP;VILLE;NOM DU MUSEE;ADR;CP;ANNREOUV;FERME;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;;;;;;;;;;
cx;wx;qs;za;re;ds;df;NON;ds;ez;ds
PICARDIE;OISE;CHAUMONT-EN-VEXIN;Musee Pillon;Salle du Patrimoine HOtel de Ville;60240;;NON;http://museeraymondpillon.overblog.com;;
PICARDIE;OISE;COMPIEGNE;Musee Antoine Vivenel;HOtel de Songeons-Bicquilley 2, Rue d'Austerlitz;60200;;NON;www.musee-vivenel.fr;;
PICARDIE;OISE;COMPIEGNE;Musee national de la Voiture et du Tourisme (Annexe du musee National du Château de Compiegne);Palais national B.P. 549;60200;;NON;www.musee-chateau-compiegne.fr;01/01,01/04,25/12;
PICARDIE;OISE;COMPIEGNE;Musee du Château de Compiegne;Place du General de Gaulle;60200;;NON;www.musee-chateau-compiegne.fr;01/11-01/04;
PICARDIE;OISE;COMPIEGNE;Musee de la Figurine Historique;28, Place de l'HOtel de Ville;60200;;NON;www.musee-figurine.fr;11/11,01/12-01/04;
PICARDIE;OISE;CREIL;Musee Galle-Juillet;Place François Miterrand;60100;;NON;site de la mairie - www.mairie-creil.fr;01/01,01/04,25/12;
PICARDIE;OISE;CREPY-EN-VALOIS;Musee de l'Archerie et de l'Art Sacre;Rue Gustave Chopinet;60800;;NON;www.musee-archerie-valois.fr;;
PICARDIE;OISE;MERU;Musee de la Nacre et de la Tabletterie;51, rue Roger Salengro;60110;;NON;www.musee-nacre.com;01/11-01/04;
PICARDIE;OISE;NOYON;Musee Calvin;6, Place Aristide Briand;60400;;NON;www.ville-noyon.fr/Le-musee-Jean-Calvin.html;;
PICARDIE;OISE;NOYON;Musee du Noyonnais;7, Rue de l'Evêche;60400;;NON;www.ville-noyon.fr/Le-musee-du-Noyonnais.html;01/11-01/04;
PICARDIE;OISE;SENLIS;Musee d'Art et d'Archeologie;Place Notre Dame;60300;;NON;www.musees-senlis.fr;24/12,25/12;
PICARDIE;OISE;SENLIS;Musee de la Venerie;Place du Parvis Notre Dame;60300;;NON;Site de la ville;01/11-01/04;
PICARDIE;OISE;VENDEUIL-CAPLY;Musee Archeologique de l'Oise;Les Marmousets;60120;;NON;www.m-a-o.org;;
PICARDIE;SOMME;ABBEVILLE;Musee Boucher-de-Perthes;24, Rue Gontier-Patin;80100;;NON;Site de la ville;;
PICARDIE;SOMME;ABBEVILLE Cedex;Musee Departemental de l'Abbaye de Saint-Riquier;B.P. 40003 Saint-Riquier;80146;;NON;www.somme.fr;01/11-01/04;
PICARDIE;SOMME;AMIENS;Musee de l'HOtel de Berny;36, Rue Victor Hugo;80000;;NON;www.amiens.com;;
PICARDIE;SOMME;AMIENS;Museum d'histoire naturelle;;80000;;OUI;;01/01,01/04,25/12;
PICARDIE;SOMME;AMIENS;Musee de Picardie;48, Rue de la Republique;80000;;NON;www.amiens.fr/musees;;
PICARDIE;SOMME;DOULLENS;Musee Lombart;7, Rue du Musee;80600;;NON;http://mairie-doullens.pagesperso-orange.fr/zone1/pageLibre00010098.html;24/12,25/12,11/11;
PICARDIE;SOMME;PERONNE Cedex;Musee-Historial de la Grande Guerre;Château de Peronne B.P. 20063;80201;;NON;www.historial.org;24/12,25/12;
PICARDIE;SOMME;PERONNE Cedex;Musee Alfred Danicourt;HOtel de Ville B.P. 20045;80201;;NON;Site internet de la ville www.ville-peronne.fr ou http://www.haute-somme.com/danicourt/;11/11,01/12-01/04;
POITOU-CHARENTES;CHARENTE;ANGOULEME;Musee des Beaux-Arts;1, rue de Friedland;16000;;NON;Site collectif du CMPC : www.Alienor.org;01/01,01/04,25/12;
POITOU-CHARENTES;CHARENTE;ANGOULEME;Musee Archeologique et Historique;44, Rue de Montmoreau;16000;;NON;site de societe archeologique - www.archeologie-charente.com;24/12,25/12;
POITOU-CHARENTES;CHARENTE;ANGOULEME;Atelier - Musee du Papier;134, Rue de Bordeaux;16000;;NON;www.alienor.org;01/11-01/04;
POITOU-CHARENTES;CHARENTE;ANGOULEME Cedex;Musee de la Bande Dessinee - Centre National de la Bande Dessinee et de l'Image;121, Rue de Bordeaux B.P. 72308;16023;;NON;www.cnbdi.fr ou www.alienor.org;01/11-01/04;
POITOU-CHARENTES;CHARENTE;COGNAC;Musee des Arts du Cognac;Les Remparts Place de la Salle Verte;16100;;NON;www.musees-cognac.fr;;
POITOU-CHARENTES;CHARENTE;COGNAC;Musee Municipal de Cognac;48, Bd Denfert Rochereau;16100;;NON;www.musees-cognac.fr;;
POITOU-CHARENTES;CHARENTE-MARITIME;ESNANDES;Musee de la Mytiliculture;Parvis de l'Eglise;17137;;NON;http://www.maisons.parc-marais-poitevin.fr/maison-de-la-mytiliculture/;01/11-01/04;
POITOU-CHARENTES;CHARENTE-MARITIME;FOURAS;Musee Regional de Fouras;B.P. 75 Place du Semaphore;17450;;NON;http://musee.fouras.assoc.pagespro-orange.fr/;;
POITOU-CHARENTES;CHARENTE-MARITIME;ILE D'AIX;Musee Napoleonien et Africain;Rue Napoleon;17123;;NON;www.musees-nationaux-napoleoniens.org/index.htm;;
POITOU-CHARENTES;CHARENTE-MARITIME;LA ROCHELLE;Musee Protestant;2, Rue Saint-Michel;17000;;NON;www.protestantisme-museelarochelle.fr;01/11-01/04;
POITOU-CHARENTES;CHARENTE-MARITIME;LA ROCHELLE;Museum d'Histoire Naturelle;28, Rue Albert 1er;17000;;NON;http://www.museum-larochelle.fr;24/12,25/12,11/11;
POITOU-CHARENTES;CHARENTE-MARITIME;LA ROCHELLE;Musee d'Orbigny-Bernon;2, Rue Saint-COme;17000;;NON; www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;LA ROCHELLE;Musee des Beaux-Arts;28, Rue Gargoulleau;17000;;NON;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;LA ROCHELLE;Musee du Nouveau Monde;10, Rue Fleuriau;17000;;NON;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;MARANS;Musee Cappon;62, Rue d'Aligre BP 16;17230;;NON;www.alienor.org;24/12,25/12,11/11;
POITOU-CHARENTES;CHARENTE-MARITIME;ROCHEFORT;Musee de la Maison de Pierre Loti;141, Rue Pierre Loti;17300;;NON;Site de la ville - www.ville-rochefort.fr;;
POITOU-CHARENTES;CHARENTE-MARITIME;ROCHEFORT;HOtel Hebre de Saint-Clement - Musee d'Art et d'Histoire;63-65 avenue de Gaulle;17300;;NON;Site de la ville;;
POITOU-CHARENTES;CHARENTE-MARITIME;ROCHEFORT;Musee National de la Marine;HOtel de Cheusses 1, Place de La Galissonniere;17300;;NON;www.musee-marine.fr;;
POITOU-CHARENTES;CHARENTE-MARITIME;SAINT-JEAN-D'ANGELY;Musee Municipal des Cordeliers;9, Rue Regnaud;17400;;NON;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;SAINT-MARTIN-DE-RE;Musee Ernest Cognacq;HOtel de Clerjotte 13, avenue Victor Bouthillier;17410;;NON;www. ou www.saint-martin-de-re.fr;11/11,01/12-01/04;
POITOU-CHARENTES;CHARENTE-MARITIME;SAINTES;Musee de l'Echevinage;29 ter, Rue Alsace-Lorraine;17100;;NON;www.ville-saintes.fr ou www.alienor.org;24/12,25/12;
POITOU-CHARENTES;CHARENTE-MARITIME;SAINTES;Musee du Presidial;28, Rue Victor Hugo;17100;;OUI;www.ville-saintes.fr ou www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;SAINTES;Musee Archeologique;Esplanade Andre Malraux;17100;;NON;www.alienor.org;11/11,01/12-01/04;
POITOU-CHARENTES;CHARENTE-MARITIME;SAINTES;Musee Dupuy-Mestreau;4 rue Monconseil;17100;;NON;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;ST-PIERRE D'OLERON;Musee de l'Ile d'Oleron;9, Place Gambetta;17310;;NON;www.oleron-nature-culture.com ou www.alienor.org;;
POITOU-CHARENTES;DEUX-SEVRES;BOUGON;Musee des Tumulus de Bougon;"Lieu dit ""La Chapelle""";79800;;NON;www.alienor.org ou www.deux-sevres.com/culture/musee-bougon/index.asp;;
POITOU-CHARENTES;DEUX-SEVRES;BRESSUIRE;Musee Municipal;Place de l'HOtel de Ville;79300;;NON;www.alienor.org;;
POITOU-CHARENTES;DEUX-SEVRES;NIORT;Musee Bernard d’Agesci;28, avenue de Limoges;79000;;NON;;11/11,01/12-01/04;
POITOU-CHARENTES;DEUX-SEVRES;NIORT;Musee d'Histoire Naturelle;28, avenue de Limoges;79000;;OUI;;24/12,25/12;
POITOU-CHARENTES;DEUX-SEVRES;NIORT;Musee ethnographique et archeologique du Donjon;Rue Duguesclin;79000;;OUI;www.alienor.org;24/12,25/12,11/11;
POITOU-CHARENTES;DEUX-SEVRES;PARTHENAY;Musee d'Art et d'Histoire Georges Turpin;1, Rue de la Vau Saint-Jacques;79200;;NON;www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm;;
POITOU-CHARENTES;DEUX-SEVRES;PRAHECQ;Musee - Conservatoire du Machinisme et des Pratiques Agricoles;Aire Poitou-Charentes de Vouille Aiffres;79230;;OUI;http://museeruralies.free.fr;;
POITOU-CHARENTES;DEUX-SEVRES;THOUARS;Musee Henri Barre;Mairie de Thouars B.P. 183;79103;;NON;www.ville-thouars.fr/vah/;24/12,25/12;
POITOU-CHARENTES;VIENNE;CHATELLERAULT;Musee Municipal de l'HOtel de Sully;14, Rue Sully;86100;;OUI;www.alienor.org;;
POITOU-CHARENTES;VIENNE;CHATELLERAULT;Musee de la Moto, de l'Automobile et du Velo;La Manu 3, Rue Clement Krebs;86100;;NON;www.alienor.org;01/01,01/04,25/12;
POITOU-CHARENTES;VIENNE;CHAUVIGNY;Musee des Traditions Populaires et d'Archeologie;3, Rue St-Pierre B.P. 64;86300;;NON;www.chauvigny-patrimoine.fr;24/12,25/12;
POITOU-CHARENTES;VIENNE;CIVRAY;Musee Municipal de Civray;Office du tourisme Place du General Leclerc;86400;;NON;;01/11-01/04;
POITOU-CHARENTES;VIENNE;LOUDUN;Musee Charbonneau-Lassay;Rue du Martray;86200;;NON;www.alienor.org;;
POITOU-CHARENTES;VIENNE;LUSSAC-LES-CHATEAUX;Musee de Prehistoire Raymond Touchard;La Sabline 21, Route de Montmorillon B.P. 23;86320;;NON;www.lasabline.fr ou www.lussac-les-chateaux.fr;01/11-01/04;
POITOU-CHARENTES;VIENNE;MONTMORILLON;Musee Municipal de la Maison-Dieu;6, Rue des Augustins;86500;;OUI;;;
POITOU-CHARENTES;VIENNE;POITIERS;Musee Sainte-Croix;3 bis, Rue Jean Jaures;86000;;NON;www.musees-poitiers.org ou www.alienor.org;;
POITOU-CHARENTES;VIENNE;POITIERS;Musee de l'hypogee des Dunes;101 Rue du Pere-de-la-Croix;86000;;OUI;www.musees-poitiers.org;;
POITOU-CHARENTES;VIENNE;POITIERS;Musee Rupert de Chievres;9, Rue Victor Hugo;86000;;OUI;www.musees.poitiers.org ou www.alienor.org;;
POITOU-CHARENTES;VIENNE;POITIERS Cedex;Musee du baptistere Saint-Jean;Societe des Antiquaires de l'Ouest B.P. 179;86004;;NON;www.musees-poitiers.org ou www.alienor.org;01/01,01/04,25/12;
POITOU-CHARENTES;VIENNE;POITIERS Cedex;Collection d'Histoire Naturelle;1, Place de la Cathedrale CS 80964;86038;;NON;www.maison-des-sciences.org/;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;BARCELONNETTE;Musee de la vallee;"Villa ""La Sapiniere"" 10, Avenue de la Liberation";4400;;NON;site de la ville - www.barcelonnette.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;DIGNE-LES-BAINS;Musee Gassendi;64, Bd Gassendi;4000;;NON;www.musee-gassendi.org;11/11,01/12-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;FORCALQUIER;Musee Municipal;1, Place du Bourguet;4300;;OUI;www.ville-forcalquier.fr/service-culturel.html;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;MANE;Musee de Salagon;Prieure de Salagon;4300;;NON;www.musee-de-salagon.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;MOUSTIERS-STE-MARIE;Musee de la Faïence;Espace Christiane Vivier;4360;2016OUI;OUI;http://www.moustiers.eu/?Le-musee#;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;QUINSON;Musee departemental de prehistoire;Route de Montmeyan;4500;;NON;www.museeprehistoire.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;RIEZ-LA-ROMAINE;Musee Archeologique;Mairie de Riez;4500;;NON;;;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;SISTERON Cedex;Musee du vieux Sisteron;Place de la Republique B.P. 100;4203;;NON;;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES DE HAUTE PROVENCE;VACHERES;Musee archeologique;Mairie de Vacheres;4110;;NON;;11/11,01/12-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;ANTIBES;Musee Picasso;Direction des musees 4, rue des Cordiers;6600;;NON;www.antibes-juanlespins.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;ANTIBES;Musee d'Histoire et d'Archeologie;Direction des musees 4, rue des Cordiers;6600;;NON;www.antibes-juanslespins.com/fr/culture/musees;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;BIOT;Musee Fernand Leger;Chemin Val de Pome;6410;;NON;www.musee-fernandleger.fr ou http://www.musees-nationaux-alpesmaritimes.fr;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;BIOT;Musee d'Histoire Locale;9, Rue Saint-Sebastien;6410;;NON;http://musee-de-biot.fr/;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;CAGNES-SUR-MER;Musee Renoir;Chemin des Collettes;6800;;NON;www.cagnes-tourisme.com/renoir ou www.chez.com/renoir/cagnes.htm;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;CAGNES-SUR-MER;Musee-Château de Cagnes;7, Place Grimaldi Haut de Cagnes;6800;;NON;Site de la ville;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;CANNES;Musee de la Mer;Ile-Sainte-Marguerite;6400;;NON;Site de la ville;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;CANNES;Musee de la Castre;Le Suquet;6400;;NON;Site de la ville;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;GRASSE;Musee International de la Parfumerie;2, Boulevard du Jeu de Ballon;6130;;NON;www.museesdegrasse.com;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;GRASSE;Musee d'Art et d'Histoire de Provence;2, Rue Mirabeau;6130;;NON;www.museesdegrasse.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;GRASSE;Villa-Musee Jean-Honore Fragonard;23, Boulevard Fragonard;6130;;NON;www.museesdegrasse.com;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;LE CANNET;Musee Bonnard;16 bd Sadi Carnot;6110;;NON;www.museebonnard.fr;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;MENTON;Musee des Beaux-Arts;3, Avenue de la Madone;6500;;NON;Site de la ville;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;MENTON;Musee de Prehistoire Regionale;Rue Loredan Larchey;6500;;NON;Site de la ville;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;MENTON;Musee Jean Cocteau;Quai Napoleon III;6500;;NON;Site de la ville;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee National Message Biblique Marc Chagall;Avenue du Docteur Menard;6000;;NON;www.musees-nationaux-alpesmaritimes.fr;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee Matisse;164, Avenue des Arenes de Cimiez;6000;;NON;www.musee-matisse-nice.org;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee d'Art et d'Histoire;65, Rue de France;6000;;NON;http://www.nice.fr/mairie_nice_1489.html;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee Departemental des Arts Asiatiques;405, Promenade des Anglais - Arenas;6200;;NON;www.arts-asiatiques.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee des Beaux-Arts Jules Cheret;33, Avenue des Baumettes;6000;;NON;www.musee-beaux-arts-nice.org;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee d'Art Naïf Anatole Jakovsky;Château Ste Helene Avenue de Fabron;6200;;NON;Site de la ville : www.nice.fr/Culture/Musees-et-expositions/Musee-d-Art-Naif;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee Archeologique - Site de  Cimiez;Site de Cimiez 160, Avenue des Arenes;6000;;NON;www.musee-archeologique-nice.org ou www.musee-archeologique-nice.org/ ou www.nice-coteazur.org;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Museum d'Histoire Naturelle;60  Boulevard Risso;6300;;NON;www.mhnnice.org ou www.nice-coteazur.org;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee du Palais Lascaris;15, Rue Droite;6300;;NON;http://www.nice.fr/mairie_nice_131.html;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee d'Art Moderne et d'Art Contemporain;Promenade des Arts;6300;;NON;www.mamac-nice.org;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE;Musee du Vieux-Logis de Nice;59, Avenue Saint Barthelemy;6000;;NON;Site de la ville de Nice;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;NICE Cedex 04;Musee Archeologique - Site de Terra Amata;25, Boulevard Carnot;6364;;NON;www.musee-archeologique-nice.org;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;PUGET-ROSTANG;Ecomusee du Pays de la Roudoule;Place des Tilleuls;6260;;NON;www.ecomusee-roudoule.fr;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;TENDE;Musee Departemental des Merveilles;Avenue du 16 Septembre 1947;6430;;NON;www.museedesmerveilles.com;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;VALLAURIS;Musee Picasso la guerre et la paix a Vallauris;Place de la Liberation;6220;;NON;www.musees-nationaux-alpesmaritimes.fr ou www.musee-picasso-vallauris.fr;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;VALLAURIS;Musee Magnelli, Musee de la Ceramique;Place de la Liberation;6220;;NON;www.vallauris-golfe-juan.fr/musee.php;;
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;VILLEFRANCHE-SUR-MER;Musees de la Citadelle;Citadelle de Villefranche sur Mer;6230;;NON;www.villefranche-sur-mer.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Musee du Parlement de Provence et du Vieil Aix;HOtel Estienne-de-Saint-Jean 17, Rue Gaston de Saporta;13100;;OUI;www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Musee du Pavillon de VendOme;13, Rue de la Molle;13100;;NON;www.mairie-aixenprovence.fr/Pavillon-Vendome ou www.museum-aix-en-provence.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Musee Granet;Place Saint-Jean de Malte;13100;;NON;www.museegranet-aixenprovence.fr;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Musee Paul Arbaud;2 bis rue du Quatre-Septembre;13100;;OUI;www.academiedaix.org;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Musee des Tapisseries;Ancien Palais de l'Archevêche Place des Martyrs-de-la-Resistance;13100;;NON;;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Musee- Atelier de Paul Cezanne;9, Avenue Paul Cezanne;13090;;NON;www.atelier-cezanne.com;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AIX-EN-PROVENCE;Museum d'Histoire Naturelle;6, Rue Espariat;13100;;NON;www.museum-aix-en-provence.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;ARLES;Musee Camarguais;Mas du Pont de Rousty;13200;;NON;www.parc-camargue.fr;11/11,01/12-01/04;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;ARLES;Museon Arlaten;29, Rue de la Republique;13200;2017OUI;OUI;www.museonarlaten.fr;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;ARLES;Musee Reattu;10, Rue du Grand Prieure;13200;;NON;www.museereattu.arles.fr;11/11,01/12-01/04;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;ARLES Cedex;Musee Departemental de l'Arles Antique;Presqu'Ile du Cirque Romain B.P. 205;13635;;NON;www.arles-antiques.cg13.fr;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;AUBAGNE Cedex;Musee de la Legion Etrangere;Quartier Vienot - DHPLE B.P. 21355;13784;;NON;http://samle.legion-etrangere.com;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;CASSIS;Musee Municipal Mediterraneen de Cassis A.T.P.;Rue Xavier-D'Authier;13260;;NON;Site de la ville - www.cassis.fr;24/12,25/12,11/11;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;FONTVIEILLE;Musee Alphonse Daudet;Avenue des Moulins;13390;;NON;Site de la ville - www.fontvieille.provence.com;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;ISTRES Cedex;Musee Archeologique d'Istres Rene Beaucaire;POle Intercommunal du Patrimoine Culturel B.P. 10647;13808;;NON;www.ouestprovence.fr;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;LA CIOTAT;Musee Ciotaden;1, Quai Ganteaume;13600;;NON;www.museeciotaden.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;LAMBESC;Musee Folklorique du Vieux Lambesc;2, rue du Jas;13410;;NON;www.museelambesc.free.fr;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;LES BAUX DE PROVENCE;Musee d'Histoire et d'Archeologie des Baux-de-Provence;Ilot Post Tenebra Lux;13520;;NON;;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;LES-BAUX-DE-PROVENCE;Fondation Louis Jou;Grand-Rue Frederic Mistral Le Village;13520;;NON;http://fondationlouisjou.pagesperso-orange.fr/LouisJou.html;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MAILLANE;Musee Frederic Mistral;11, avenue Lamartine;13910;;NON;www.maillane.fr/tourisme/musee.php;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee d'Arts Africains, Oceaniens, Amerindiens;Centre de la Vieille Charite 2, rue de la Charite;13002;;NON;www.mairie-marseille.fr/vivre/culture/musees.htm;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee Cantini;19, Rue Grignan;13006;;OUI;www.mairie-marseille.fr/vivre/culture/musees/cantini.htm;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee des Docks Romains;Place Vivaux;13002;;NON;Site de la ville;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee d'Histoire de Marseille;Centre Bourse Square Belsunce;13001;;NON;www.mairie-marseille.fr;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Cabinet des Monnaies et Medailles de Marseille;10, Rue Clovis Hugues Archives Municipales Palais des Beaux-Arts;13001;;OUI;www.musees-mediterranee.org/43/fiche-musee.html;11/11,01/12-01/04;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee d'Archeologie Mediterraneenne;Centre de la Charite 2, rue de la Charite;13002;;NON;Site de la ville;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee du Vieux Marseille;2, Rue de la Prison;13002;;OUI;www.mairie-marseille.fr/vivre/culture/musees.htm;01/11-01/04;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee Borely;134, Avenue Clot-Bey;13008;;OUI;;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee de la Faïence;Château Pastre  157, Avenue de Montredon;13008;;NON;;01/01,01/04,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee Grobet-Labadie;140, Boulevard Longchamp;13001;;NON;www.marseille.fr;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee des Beaux-Arts de Marseille;Palais Longchamp;13004;2016OUI;OUI;www.mairie-marseille.fr;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee d'Art Contemporain - Galeries Contemporaines;69, avenue d'Haïfa;13000;;NON;www.mairie-marseille.fr/vivre/culture/musees.htm;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Museum d'Histoire Naturelle;Palais Longchamp;13004;;NON;www.museum-marseille.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;Musee de la Mode;11 , Rue La Canebiere;13001;2016OUI;OUI;Site de la ville - www.mairie-marseille.fr;24/12,25/12;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARSEILLE;MUCEM - Musee des Civilisations de l'Europe et de la Mediterranee;1 esplanade du J4;13002;;NON;http://www.mucem.org;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;MARTIGUES;Musee Ziem;Boulevard du 14 Juillet;13500;;NON;www-martigues.fr;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;PUYLOUBIER;Musee de l'Uniforme - Musee de la Legion Etrangere;"Domaine ""Capitaine-Danjou Chemin Palliere";13114;;NON;;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SAINT-CANNAT;Musee Suffren et du Vieux Saint-Cannat;HOtel de Ville Place de la Republique;13760;;NON;http://www.saint-cannat.fr/institutions-culturelles/espace-suffren.html;;
PROVENCE-ALPES-COTE D'AZUR;BOUCHES DU RHONE;SAINT-CHAMAS;Musee Municipal Paul Lafran;Montee des Penitents;13250;;NON;www.paullafran.free.fr (site des Amis du musee);11/11,01/12-01/04;
